track_name,artist_name,album_name,genre,popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness,release_year
Track_618,Santana,Rumours,Indie,51,0.211,0.591,0.563,0.328,0.704,0.295,0.774,134.04,265523,-15.71,1992
Track_619,Linkin Park,Evolve,Jazz,16,0.302,0.761,0.096,0.581,0.867,0.527,0.227,158.65,323451,-1.86,2024
Track_620,Michael Jackson,Anti,Grunge,45,0.794,0.575,0.117,0.127,0.397,0.572,0.879,166.31,304504,-3.85,1993
Track_621,Glass Animals,Future Nostalgia,Indie,46,0.54,0.53,0.35,0.943,0.751,0.142,0.305,195.45,218155,-17.76,2007
Track_622,Olivia Rodrigo,21,Emo Rap,53,0.734,0.875,0.632,0.164,0.713,0.313,0.775,116.12,179704,-18.21,1974
Track_623,Taylor Swift,After Hours,EDM,62,0.886,0.804,0.307,0.701,0.499,0.25,0.255,159.16,330794,-11.2,2023
Track_624,Kendrick Lamar,7,Rock,55,0.316,0.886,0.604,0.268,0.751,0.518,0.282,175.28,256897,-11.64,2018
Track_625,The Weeknd,Discovery,Indie,27,0.89,0.335,0.104,0.889,0.28,0.788,0.632,61.46,369522,-16.11,1997
Track_626,Camila Cabello,Evolve,EDM,85,0.963,0.793,0.512,0.105,0.708,0.312,0.658,181.8,226778,-9.14,1982
Track_627,Glass Animals,Supernatural,Soul,47,0.691,0.864,0.269,0.442,0.693,0.353,0.188,127.06,276189,-12.6,1978
Track_628,Justin Bieber,Imagine,EDM,0,0.341,0.351,0.215,0.876,0.777,0.553,0.225,80.09,179063,-14.34,1974
Track_629,Justin Bieber,Discovery,Metal,52,0.785,0.11,0.083,0.38,0.105,0.021,0.822,190.85,207815,-21.7,1962
Track_630,Doja Cat,Hotel California,Classical,86,0.818,0.108,0.519,0.537,0.777,0.684,0.129,79.49,209450,-6.01,1968
Track_631,Harry Styles,Help!,Reggae,36,0.624,0.338,0.362,0.021,0.042,0.44,0.145,184.1,245927,-14.62,1992
Track_632,The Weeknd,7,Pop,42,0.711,0.301,0.574,0.381,0.84,0.66,0.155,83.74,254975,-22.25,1979
Track_633,Nirvana,Views,Indie,45,0.92,0.919,0.584,0.598,0.169,0.429,0.608,155.12,219985,-21.24,1959
Track_634,Beyonce,Human After All,Reggae,48,0.915,0.689,0.608,0.803,0.676,0.07,0.052,190.63,262906,-21.28,1986
Track_635,Linkin Park,Morning Glory,Folk,24,0.813,0.526,0.062,0.572,0.912,0.23,0.134,199.27,300860,-20.45,1968
Track_636,Earth Wind & Fire,Future Nostalgia,Folk,20,0.523,0.806,0.23,0.794,0.621,0.204,0.439,129.59,282488,-11.66,2013
Track_637,Juice WRLD,Anti,Blues,89,0.611,0.791,0.531,0.217,0.083,0.296,0.239,179.08,287675,-15.94,1999
Track_638,Halsey,1989,R&B,75,0.862,0.793,0.108,0.456,0.793,0.446,0.916,118.95,209991,-19.73,1957
Track_639,John Lennon,21,K-Pop,83,0.312,0.752,0.459,0.42,0.051,0.094,0.591,126.76,302182,-10.15,1967
Track_640,Kendrick Lamar,Divide,Country,66,0.21,0.84,0.282,0.758,0.446,0.121,0.541,192.83,274892,-13.25,1996
Track_641,Camila Cabello,Talking Book,Soul,51,0.887,0.129,0.493,0.498,0.01,0.668,0.682,182.64,274003,-11.15,1951
Track_642,Santana,Blonde,Disco,48,0.322,0.966,0.349,0.968,0.119,0.177,0.626,90.65,179053,-20.41,1989
Track_643,Cardi B,Channel Orange,Grunge,66,0.444,0.671,0.541,0.163,0.763,0.521,0.231,75.18,178360,-23.05,1959
Track_644,Lady Gaga,Talking Book,Pop,48,0.251,0.631,0.497,0.306,0.524,0.514,0.08,97.68,313408,-0.58,1980
Track_645,Olivia Rodrigo,Thriller,Trap,75,0.936,0.108,0.245,0.28,0.378,0.164,0.749,161.6,254763,-0.65,2011
Track_646,Ariana Grande,Human After All,R&B,20,0.279,0.819,0.115,0.581,0.363,0.473,0.842,100.62,294292,-21.21,1992
Track_647,Justin Bieber,Hotel California,Britpop,72,0.368,0.706,0.109,0.711,0.944,0.406,0.973,145.22,227278,-11.92,1961
Track_648,Doja Cat,Talking Book,Soul,42,0.868,0.484,0.581,0.766,0.368,0.175,0.618,70.5,288073,-21.19,1966
Track_649,Coldplay,Rumours,R&B,86,0.627,0.962,0.512,0.086,0.089,0.258,0.919,82.61,334728,-18.0,1951
Track_650,Drake,Future Nostalgia,Hip-Hop,73,0.401,0.521,0.181,0.868,0.618,0.121,0.165,139.62,333119,-24.01,1959
Track_651,Billie Eilish,Manic,Punk,27,0.687,0.379,0.073,0.409,0.428,0.703,0.972,65.97,266127,-0.56,1966
Track_652,Led Zeppelin,When We All Fall Asleep,Emo Rap,100,0.427,0.241,0.272,0.072,0.369,0.375,0.137,125.22,245861,-8.94,2021
Track_653,Justin Bieber,8 Mile Soundtrack,Hip-Hop,48,0.92,0.784,0.146,0.325,0.301,0.797,0.502,158.32,106861,-13.09,1973
Track_654,Lil Nas X,Dark Side of the Moon,Rock,70,0.699,0.385,0.04,0.595,0.361,0.75,0.386,120.22,296092,-13.16,2019
Track_655,Led Zeppelin,Supernatural,Pop,50,0.265,0.162,0.275,0.295,0.677,0.698,0.538,153.75,324602,-18.51,2004
Track_656,Led Zeppelin,Hotel California,Punk,75,0.355,0.938,0.323,0.53,0.745,0.773,0.456,187.76,228509,-10.74,1993
Track_657,The Weeknd,Channel Orange,Grunge,87,0.681,0.388,0.641,0.93,0.706,0.592,0.344,81.07,281843,-13.53,1975
Track_658,Eminem,Rumours,Folk,64,0.405,0.743,0.643,0.934,0.814,0.511,0.644,140.97,153284,-24.09,1964
Track_659,Cardi B,Purple Rain,Punk,60,0.369,0.287,0.14,0.673,0.907,0.303,0.388,102.27,159624,-17.33,2019
Track_660,Eagles,Rumours,Britpop,35,0.846,0.479,0.634,0.332,0.88,0.372,0.397,137.39,268722,-20.93,2008
Track_661,Dua Lipa,Justice,Reggae,29,0.932,0.906,0.083,0.087,0.795,0.081,0.065,190.55,170305,-22.41,2005
Track_662,Cardi B,OK Computer,Latin,35,0.829,0.694,0.557,0.21,0.738,0.446,0.156,179.89,187188,-1.24,1962
Track_663,The Chainsmokers,Dark Side of the Moon,Punk,79,0.375,0.352,0.574,0.262,0.797,0.638,0.436,93.82,242776,-2.5,2000
Track_664,Stevie Wonder,Thriller,Pop,68,0.837,0.83,0.398,0.332,0.911,0.794,0.275,196.29,287728,-20.18,1953
Track_665,Linkin Park,Manic,Rock,1,0.505,0.748,0.274,0.315,0.151,0.192,0.71,77.69,301214,-22.04,2023
Track_666,Olivia Rodrigo,Manic,Britpop,62,0.451,0.183,0.036,0.011,0.732,0.131,0.625,136.11,209869,-0.69,1983
Track_667,Olivia Rodrigo,Justice,Pop,90,0.807,0.266,0.431,0.22,0.184,0.674,0.725,172.99,231145,-15.55,1966
Track_668,Santana,Homework,Rock,67,0.218,0.976,0.566,0.11,0.881,0.107,0.182,96.68,256647,-20.48,1985
Track_669,Michael Jackson,Rumours,Indie,32,0.217,0.165,0.624,0.076,0.653,0.306,0.342,187.16,284178,-4.79,1976
Track_670,Taylor Swift,Scorpion,Pop,36,0.867,0.204,0.236,0.343,0.945,0.484,0.055,133.04,168540,-18.64,1972
Track_671,Eagles,Purple Rain,Grunge,25,0.794,0.293,0.25,0.89,0.028,0.119,0.128,156.82,223763,-21.84,1953
Track_672,Lil Nas X,Back in Black,Jazz,36,0.43,0.763,0.332,0.508,0.38,0.163,0.211,156.19,301874,-2.82,1961
Track_673,Lil Nas X,Manic,R&B,63,0.329,0.283,0.475,0.429,0.424,0.481,0.303,104.62,163060,-22.31,2024
Track_674,Earth Wind & Fire,SOUR,Jazz,22,0.839,0.5,0.58,0.949,0.24,0.334,0.612,182.82,342297,-1.24,2022
Track_675,Tones and I,Future Nostalgia,Metal,89,0.535,0.265,0.175,0.213,0.353,0.125,0.342,61.35,312023,-7.79,1953
Track_676,Shawn Mendes,Talking Book,Jazz,34,0.381,0.159,0.199,0.21,0.207,0.453,0.716,192.48,218260,-4.81,2009
Track_677,Beyonce,Nevermind,Trap,43,0.834,0.276,0.051,0.489,0.044,0.227,0.161,123.39,181608,-9.96,2003
Track_678,Bruno Mars,Justice,Blues,59,0.811,0.612,0.023,0.457,0.125,0.774,0.084,134.69,241516,-11.81,2023
Track_679,Sting,Discovery,Pop,8,0.524,0.368,0.22,0.342,0.076,0.622,0.509,66.59,261234,-17.54,1958
Track_680,Justin Bieber,Rumours,Britpop,87,0.28,0.299,0.54,0.137,0.944,0.69,0.724,91.69,122121,-22.8,1965
Track_681,Camila Cabello,Fine Line,Latin,100,0.403,0.799,0.09,0.938,0.071,0.27,0.62,173.75,191425,-18.25,1950
Track_682,Kendrick Lamar,1989,Trap,70,0.315,0.62,0.556,0.887,0.605,0.538,0.535,93.67,276002,-13.05,2008
Track_683,Travis Scott,Evolve,Folk,57,0.431,0.174,0.372,0.864,0.627,0.591,0.241,70.92,286418,-0.71,2011
Track_684,Led Zeppelin,Supernatural,Pop,30,0.58,0.403,0.533,0.754,0.488,0.258,0.928,159.19,251761,-8.62,1977
Track_685,24kGoldn,8 Mile Soundtrack,Country,76,0.553,0.652,0.148,0.396,0.065,0.344,0.688,193.21,210400,-10.57,1978
Track_686,Nirvana,Morning Glory,Soul,54,0.897,0.266,0.038,0.655,0.43,0.22,0.912,71.77,195510,-14.21,1963
Track_687,Eminem,Manic,Disco,46,0.413,0.187,0.429,0.725,0.401,0.242,0.425,143.17,239012,-11.76,2005
Track_688,Travis Scott,Lemonade,Punk,39,0.948,0.295,0.053,0.035,0.253,0.062,0.144,91.71,161457,-9.49,1963
Track_689,Shawn Mendes,Manic,Metal,87,0.886,0.339,0.15,0.778,0.33,0.238,0.605,162.74,298033,-22.64,2000
Track_690,24kGoldn,OK Computer,Funk,77,0.333,0.706,0.125,0.329,0.432,0.77,0.669,119.91,166796,-24.48,1989
Track_691,Santana,Nevermind,EDM,0,0.655,0.535,0.176,0.108,0.778,0.458,0.971,176.95,151703,-11.87,1951
Track_692,Kendrick Lamar,Morning Glory,R&B,41,0.553,0.754,0.644,0.255,0.462,0.298,0.063,109.37,332241,-7.25,1962
Track_693,Tones and I,Homework,Grunge,83,0.768,0.118,0.637,0.848,0.626,0.122,0.513,94.21,299406,-6.47,2011
Track_694,Dua Lipa,Fine Line,Jazz,76,0.698,0.959,0.573,0.672,0.854,0.365,0.941,133.77,380126,-18.37,1961
Track_695,Kanye West,Future Nostalgia,Folk,3,0.415,0.27,0.385,0.695,0.792,0.107,0.79,139.33,163157,-5.19,2000
Track_696,The Chainsmokers,Views,R&B,16,0.564,0.234,0.629,0.618,0.631,0.25,0.318,171.97,240615,-24.61,1951
Track_697,Queen,Supernatural,Reggae,75,0.204,0.414,0.545,0.049,0.131,0.704,0.78,130.28,288632,-1.04,2025
Track_698,Glass Animals,Morning Glory,Hip-Hop,80,0.537,0.917,0.203,0.032,0.886,0.206,0.681,114.07,316158,-15.02,1984
Track_699,Nirvana,Spider-Verse,Reggae,67,0.883,0.816,0.108,0.76,0.238,0.339,0.236,102.7,296884,-17.57,1989
Track_700,Coldplay,Dark Side of the Moon,Latin,18,0.541,0.223,0.298,0.31,0.888,0.573,0.486,119.87,326147,-14.49,1973
Track_701,Stevie Wonder,Dark Side of the Moon,Pop,97,0.269,0.225,0.591,0.779,0.551,0.305,0.627,185.99,256918,-3.05,2021
Track_702,Led Zeppelin,Manic,Country,41,0.795,0.561,0.549,0.084,0.257,0.789,0.15,143.21,181369,-4.45,2001
Track_703,Olivia Rodrigo,Back in Black,Emo Rap,63,0.656,0.555,0.472,0.695,0.49,0.454,0.95,79.1,217010,-2.62,1992
Track_704,Coldplay,Morning Glory,Reggae,43,0.828,0.655,0.146,0.066,0.145,0.705,0.533,94.61,101743,-22.41,1989
Track_705,Ed Sheeran,Born to Die,Soul,66,0.516,0.975,0.537,0.833,0.519,0.659,0.684,180.3,250477,-9.57,2000
Track_706,Dua Lipa,Morning Glory,Britpop,73,0.713,0.252,0.487,0.541,0.452,0.239,0.671,194.27,341684,-12.68,1952
Track_707,Beyonce,Evolve,Metal,51,0.525,0.478,0.038,0.453,0.536,0.019,0.332,150.32,212940,-2.67,1999
Track_708,Rihanna,Starboy,Rock,82,0.764,0.346,0.639,0.354,0.813,0.408,0.374,158.87,224387,-15.23,1995
Track_709,Michael Jackson,Imagine,Britpop,31,0.465,0.737,0.516,0.276,0.724,0.249,0.416,188.26,316701,-8.87,1969
Track_710,Earth Wind & Fire,Back in Black,Grunge,4,0.805,0.568,0.102,0.321,0.907,0.285,0.624,116.53,176812,-23.88,1973
Track_711,Camila Cabello,Help!,Blues,40,0.73,0.388,0.166,0.764,0.871,0.639,0.148,183.31,179184,-6.8,1962
Track_712,Earth Wind & Fire,Astroworld,Hip-Hop,45,0.861,0.165,0.501,0.6,0.799,0.74,0.349,157.82,220869,-15.56,1957
Track_713,Coldplay,Blonde,Latin,64,0.73,0.301,0.488,0.43,0.502,0.634,0.13,63.39,305722,-1.0,1975
Track_714,Nirvana,Supernatural,Rock,73,0.518,0.586,0.065,0.183,0.693,0.73,0.647,129.46,204805,-4.19,1967
Track_715,Olivia Rodrigo,Back in Black,Disco,21,0.866,0.813,0.296,0.619,0.83,0.46,0.168,132.41,340944,-22.48,1995
Track_716,Travis Scott,7,Rock,46,0.934,0.921,0.178,0.696,0.065,0.698,0.95,70.47,277327,-10.62,2019
Track_717,Tones and I,OK Computer,Disco,48,0.744,0.199,0.317,0.908,0.25,0.034,0.364,96.52,252125,-16.64,1989
Track_718,Megan Thee Stallion,21,Country,16,0.921,0.69,0.573,0.233,0.069,0.759,0.891,158.43,211535,-5.86,1976
Track_719,Queen,Future Nostalgia,Hip-Hop,26,0.263,0.591,0.616,0.268,0.04,0.038,0.522,151.05,192223,-14.21,2003
Track_720,Post Malone,7,Pop,98,0.353,0.641,0.259,0.677,0.017,0.391,0.41,112.81,257257,-21.87,1957
Track_721,Ariana Grande,SOUR,Latin,64,0.68,0.904,0.242,0.34,0.872,0.198,0.136,61.41,259965,-14.67,1967
Track_722,Megan Thee Stallion,Anti,Trap,59,0.761,0.823,0.068,0.125,0.172,0.045,0.375,151.73,239408,-18.89,1955
Track_723,Billie Eilish,1989,Grunge,42,0.26,0.323,0.362,0.49,0.698,0.292,0.901,90.84,244090,-7.17,2000
Track_724,Drake,Channel Orange,Reggae,35,0.744,0.548,0.054,0.891,0.67,0.501,0.31,88.5,232052,-21.57,1981
Track_725,Tones and I,7,Reggae,60,0.837,0.226,0.636,0.691,0.617,0.368,0.156,129.85,296163,-24.16,2020
Track_726,Lil Nas X,Currents,Metal,59,0.418,0.643,0.332,0.854,0.365,0.045,0.241,85.82,217695,-14.22,1988
Track_727,Led Zeppelin,Homework,Reggae,32,0.22,0.642,0.583,0.913,0.862,0.65,0.6,166.02,225681,-16.48,1954
Track_728,Rihanna,SOUR,Punk,66,0.943,0.93,0.201,0.981,0.508,0.345,0.719,167.66,168728,-18.5,1957
Track_729,Earth Wind & Fire,Dark Side of the Moon,K-Pop,57,0.824,0.946,0.074,0.247,0.516,0.277,0.417,146.18,247735,-15.96,1980
Track_730,Beyonce,Spider-Verse,Britpop,78,0.45,0.335,0.133,0.458,0.418,0.378,0.948,127.23,294762,-3.89,1951
Track_731,The Beatles,Astroworld,Rock,73,0.676,0.379,0.06,0.178,0.728,0.228,0.858,77.81,221903,-9.24,2024
Track_732,Eminem,OK Computer,Britpop,58,0.344,0.551,0.297,0.314,0.526,0.19,0.935,198.88,326969,-0.62,1956
Track_733,Ed Sheeran,Human After All,Indie,48,0.473,0.169,0.3,0.506,0.225,0.267,0.395,175.18,160317,-14.6,2019
Track_734,Linkin Park,SOUR,Reggae,88,0.481,0.968,0.585,0.371,0.895,0.242,0.079,111.56,252672,-17.73,1968
Track_735,Eminem,Currents,Pop,19,0.598,0.795,0.34,0.576,0.327,0.18,0.823,64.56,171023,-6.84,1963
Track_736,Earth Wind & Fire,Discovery,Hip-Hop,100,0.641,0.988,0.417,0.727,0.512,0.106,0.867,171.75,191871,-9.82,1959
Track_737,Beyonce,Lemonade,Disco,48,0.649,0.911,0.227,0.791,0.929,0.192,0.343,196.14,276077,-7.67,2006
Track_738,Harry Styles,Astroworld,Indie,37,0.913,0.681,0.401,0.444,0.398,0.46,0.819,77.54,297092,-11.56,1960
Track_739,Doja Cat,Astroworld,Synthwave,37,0.821,0.404,0.094,0.404,0.48,0.127,0.51,183.4,169321,-20.05,2024
Track_740,Taylor Swift,Dark Side of the Moon,Pop,69,0.633,0.928,0.488,0.125,0.032,0.351,0.692,198.59,272283,-21.69,1971
Track_741,Tones and I,Justice,Punk,81,0.388,0.361,0.232,0.816,0.32,0.491,0.15,161.11,306558,-23.16,1995
Track_742,The Chainsmokers,Starboy,Punk,53,0.791,0.723,0.482,0.716,0.56,0.658,0.524,81.32,175926,-24.81,2007
Track_743,Bruno Mars,Fine Line,Synthwave,35,0.597,0.623,0.615,0.096,0.282,0.279,0.575,185.62,284317,-10.5,2008
Track_744,Dua Lipa,Views,Folk,48,0.312,0.824,0.483,0.979,0.2,0.42,0.585,146.17,274177,-22.51,1999
Track_745,Billie Eilish,Help!,R&B,50,0.891,0.357,0.598,0.979,0.716,0.74,0.67,79.74,303781,-19.83,1986
Track_746,24kGoldn,Help!,Pop,85,0.823,0.106,0.544,0.026,0.193,0.754,0.581,162.49,221343,-11.98,1955
Track_747,Justin Bieber,Views,R&B,30,0.405,0.869,0.646,0.724,0.111,0.289,0.124,171.06,261850,-6.82,1965
Track_748,Imagine Dragons,Help!,Disco,49,0.6,0.792,0.465,0.312,0.878,0.352,0.917,171.19,323543,-17.06,1992
Track_749,Glass Animals,Homework,Britpop,88,0.392,0.622,0.569,0.218,0.186,0.381,0.501,86.19,213539,-12.58,1954
Track_750,Mark Ronson,Purple Rain,Britpop,100,0.785,0.103,0.062,0.552,0.198,0.151,0.439,96.83,204011,-15.49,1961
Track_751,Bruno Mars,When We All Fall Asleep,Britpop,18,0.34,0.367,0.166,0.289,0.461,0.639,0.415,110.0,248680,-12.98,1994
Track_752,Nirvana,7,R&B,31,0.393,0.478,0.131,0.947,0.628,0.285,0.42,77.93,271617,-2.95,1986
Track_753,Travis Scott,In Rainbows,Punk,74,0.368,0.857,0.278,0.557,0.307,0.543,0.432,173.26,248575,-14.37,1980
Track_754,Santana,21,Classical,51,0.838,0.375,0.278,0.567,0.158,0.173,0.632,192.7,185832,-9.67,2012
Track_755,Sting,1989,Grunge,94,0.826,0.18,0.464,0.903,0.728,0.447,0.659,132.61,251988,-15.95,2019
Track_756,Oasis,Help!,Latin,66,0.825,0.91,0.229,0.213,0.697,0.753,0.084,62.8,206582,-1.49,2000
Track_757,Nirvana,Born to Die,Metal,74,0.219,0.662,0.453,0.033,0.712,0.652,0.401,116.11,252853,-4.54,2012
Track_758,Lil Nas X,Hotel California,Hip-Hop,16,0.771,0.118,0.488,0.536,0.873,0.085,0.597,114.76,237349,-4.21,1959
Track_759,Post Malone,I Am,Punk,54,0.558,0.189,0.631,0.57,0.358,0.349,0.257,116.89,189148,-18.04,2015
Track_760,Billie Eilish,Anti,Disco,0,0.767,0.947,0.501,0.707,0.43,0.467,0.073,167.97,367572,-13.82,1981
Track_761,Halsey,Blonde,R&B,32,0.961,0.185,0.127,0.856,0.465,0.207,0.181,146.31,334958,-13.16,1989
Track_762,Camila Cabello,Blonde,Blues,57,0.443,0.401,0.115,0.318,0.537,0.331,0.055,156.66,194548,-6.12,1957
Track_763,Travis Scott,Anti,Funk,72,0.56,0.53,0.37,0.732,0.696,0.738,0.446,70.85,228918,-21.82,1990
Track_764,The Weeknd,Help!,Disco,68,0.958,0.135,0.287,0.169,0.763,0.395,0.747,136.59,295653,-15.01,1965
Track_765,Billie Eilish,DAMN.,Punk,45,0.411,0.387,0.58,0.558,0.158,0.239,0.687,172.39,118587,-1.2,1987
Track_766,Drake,Lemonade,Grunge,38,0.458,0.765,0.648,0.919,0.156,0.575,0.491,104.48,247194,-20.52,1982
Track_767,Halsey,Nevermind,Pop,49,0.273,0.508,0.08,0.619,0.565,0.063,0.642,183.67,201845,-16.38,1989
Track_768,The Weeknd,Purple Rain,Classical,76,0.656,0.372,0.413,0.399,0.242,0.437,0.663,70.85,130971,-21.19,1986
Track_769,Camila Cabello,Supernatural,Classical,54,0.822,0.623,0.503,0.327,0.733,0.478,0.308,173.02,267786,-3.22,1972
Track_770,Beyonce,Back in Black,Jazz,73,0.369,0.927,0.407,0.142,0.452,0.01,0.122,195.78,240731,-21.58,1971
Track_771,Harry Styles,SOUR,Synthwave,41,0.291,0.599,0.258,0.382,0.451,0.256,0.535,134.3,302552,-2.92,2010
Track_772,The Beatles,Help!,Britpop,43,0.637,0.536,0.517,0.679,0.53,0.354,0.374,63.54,128526,-15.86,1985
Track_773,Justin Bieber,Homework,Indie,62,0.978,0.936,0.261,0.177,0.71,0.018,0.461,133.64,314879,-24.86,2004
Track_774,Post Malone,Talking Book,R&B,80,0.21,0.343,0.428,0.635,0.378,0.797,0.705,98.38,204204,-23.57,1997
Track_775,Olivia Rodrigo,Divide,Emo Rap,90,0.582,0.521,0.571,0.743,0.767,0.04,0.077,185.2,238523,-21.17,2010
Track_776,Cardi B,Imagine,Country,12,0.244,0.667,0.059,0.097,0.517,0.787,0.231,145.96,296165,-24.58,1960
Track_777,Kanye West,I Am,Emo Rap,82,0.937,0.56,0.613,0.399,0.796,0.539,0.11,175.51,195459,-12.46,1971
Track_778,Camila Cabello,Evolve,Hip-Hop,36,0.355,0.55,0.129,0.739,0.796,0.013,0.305,109.1,256773,-16.46,1972
Track_779,Olivia Rodrigo,Hotel California,Trap,100,0.342,0.177,0.22,0.62,0.019,0.144,0.06,149.31,310592,-13.49,2009
Track_780,Camila Cabello,When We All Fall Asleep,Reggae,54,0.442,0.438,0.201,0.276,0.537,0.337,0.827,98.19,141794,-20.02,1974
Track_781,Billie Eilish,Spider-Verse,Emo Rap,52,0.651,0.41,0.424,0.445,0.599,0.667,0.084,176.86,309326,-15.36,2006
Track_782,Juice WRLD,Blonde,Jazz,28,0.821,0.285,0.461,0.499,0.788,0.637,0.134,168.28,329821,-18.54,2005
Track_783,Justin Bieber,Spider-Verse,Rock,19,0.571,0.516,0.223,0.558,0.625,0.722,0.35,74.65,230950,-16.03,1964
Track_784,The Weeknd,Help!,Punk,36,0.278,0.913,0.213,0.462,0.177,0.027,0.803,123.9,314697,-10.6,2010
Track_785,Dua Lipa,Manic,Funk,54,0.464,0.704,0.209,0.961,0.834,0.613,0.888,130.97,297988,-14.48,1981
Track_786,Doja Cat,Evolve,Trap,42,0.33,0.368,0.396,0.691,0.498,0.762,0.578,79.54,220172,-8.41,2001
Track_787,Led Zeppelin,Hotel California,Reggae,63,0.329,0.101,0.113,0.874,0.286,0.073,0.27,88.47,176970,-22.75,1968
Track_788,Prince,Morning Glory,Synthwave,68,0.572,0.407,0.317,0.68,0.664,0.731,0.672,176.39,192085,-7.34,2021
Track_789,Megan Thee Stallion,8 Mile Soundtrack,Metal,30,0.512,0.391,0.198,0.668,0.829,0.482,0.547,108.56,367639,-8.25,1966
Track_790,Bruno Mars,Divide,Blues,57,0.465,0.833,0.405,0.744,0.869,0.52,0.178,86.32,182770,-19.72,1972
Track_791,Dua Lipa,Hotel California,Folk,40,0.422,0.444,0.537,0.034,0.911,0.343,0.202,155.53,187948,-4.14,1999
Track_792,Justin Bieber,Hotel California,Indie,40,0.829,0.243,0.101,0.502,0.652,0.019,0.658,153.83,189288,-14.44,1962
Track_793,Led Zeppelin,Scorpion,Punk,54,0.83,0.908,0.336,0.773,0.676,0.677,0.954,75.63,210247,-20.53,1983
Track_794,Dua Lipa,Anti,Metal,68,0.929,0.625,0.144,0.805,0.691,0.369,0.095,99.44,284095,-21.96,1960
Track_795,Travis Scott,Dark Side of the Moon,Indie,84,0.397,0.4,0.207,0.811,0.516,0.151,0.382,62.45,181388,-16.88,1956
Track_796,Coldplay,Thriller,Grunge,50,0.776,0.321,0.073,0.094,0.69,0.51,0.451,98.46,252805,-0.7,1964
Track_797,Ariana Grande,OK Computer,Blues,48,0.455,0.134,0.404,0.717,0.772,0.09,0.527,161.56,232732,-16.56,2017
Track_798,Coldplay,Scorpion,Punk,100,0.4,0.681,0.576,0.828,0.412,0.102,0.228,96.54,260611,-17.42,2001
Track_799,24kGoldn,Anti,Blues,35,0.793,0.489,0.491,0.771,0.263,0.54,0.612,187.36,288244,-8.04,1956
Track_800,Lil Nas X,After Hours,Punk,80,0.301,0.338,0.397,0.966,0.302,0.185,0.067,105.45,247282,-23.41,1976
Track_801,Billie Eilish,In Rainbows,Soul,25,0.622,0.523,0.371,0.34,0.304,0.66,0.191,179.61,278535,-12.53,2025
Track_802,Juice WRLD,Help!,Synthwave,54,0.865,0.961,0.418,0.556,0.328,0.174,0.966,111.69,255357,-17.7,1999
Track_803,Imagine Dragons,Starboy,Synthwave,89,0.33,0.413,0.292,0.986,0.022,0.779,0.567,128.71,255517,-19.13,2009
Track_804,Juice WRLD,1989,Metal,69,0.974,0.608,0.133,0.158,0.739,0.59,0.423,117.19,264101,-6.22,1965
Track_805,Stevie Wonder,In Rainbows,Classical,59,0.718,0.711,0.419,0.63,0.477,0.431,0.259,116.56,156060,-6.08,1990
Track_806,Billie Eilish,Starboy,EDM,53,0.847,0.779,0.433,0.677,0.093,0.468,0.439,118.56,242882,-20.28,1972
Track_807,Ed Sheeran,OK Computer,Blues,32,0.263,0.608,0.278,0.023,0.579,0.142,0.632,155.81,194851,-1.2,1967
Track_808,Ed Sheeran,In Rainbows,Britpop,7,0.863,0.244,0.253,0.866,0.166,0.75,0.907,105.18,201532,-17.68,1999
Track_809,Ed Sheeran,Supernatural,Trap,18,0.546,0.315,0.131,0.457,0.609,0.645,0.829,182.09,263085,-2.28,2009
Track_810,Prince,Dark Side of the Moon,K-Pop,61,0.728,0.872,0.647,0.854,0.067,0.34,0.292,160.24,240664,-21.98,1958
Track_811,Doja Cat,In Rainbows,Britpop,49,0.846,0.153,0.531,0.82,0.689,0.042,0.421,189.83,177108,-9.27,2018
Track_812,Harry Styles,SOUR,R&B,66,0.844,0.771,0.09,0.167,0.392,0.278,0.899,171.38,277173,-19.75,1963
Track_813,Nirvana,Talking Book,Britpop,17,0.787,0.774,0.236,0.682,0.314,0.366,0.29,98.54,264455,-24.11,1959
Track_814,Mark Ronson,Morning Glory,Disco,100,0.64,0.735,0.213,0.709,0.539,0.251,0.713,154.26,260055,-21.14,1986
Track_815,Ariana Grande,1989,Country,67,0.378,0.857,0.387,0.147,0.011,0.298,0.523,181.83,204183,-12.08,1987
Track_816,Halsey,OK Computer,EDM,34,0.591,0.566,0.258,0.917,0.616,0.698,0.498,127.76,177293,-15.5,1994
Track_817,Beyonce,Nevermind,Folk,48,0.417,0.792,0.517,0.643,0.339,0.373,0.899,186.88,279829,-4.0,1978
Track_818,Tones and I,7,K-Pop,50,0.689,0.947,0.34,0.269,0.914,0.679,0.55,71.12,251723,-5.05,1975
Track_819,Harry Styles,Blonde,Disco,56,0.342,0.933,0.56,0.226,0.682,0.15,0.961,97.21,347133,-18.06,1981
Track_820,Cardi B,Purple Rain,K-Pop,66,0.436,0.285,0.174,0.754,0.453,0.088,0.87,67.15,222205,-5.25,1958
Track_821,Michael Jackson,Purple Rain,Funk,28,0.278,0.625,0.397,0.297,0.009,0.35,0.892,160.8,264354,-13.93,1964
Track_822,Linkin Park,Purple Rain,Trap,74,0.518,0.341,0.418,0.325,0.459,0.234,0.65,96.99,237772,-11.7,2008
Track_823,Sting,Evolve,Synthwave,19,0.287,0.773,0.135,0.006,0.849,0.413,0.511,85.03,238381,-5.99,2021
